zero_rule,one_month_trailing_average,spotify_only,nyt_only,spotify_trends,spotify_nyt,nyt_trends,spotify_nyt_trends,trends_only
9.597923753906137,4.401827668230195,1.1941392421722412,0.7277203798294067,0.82813560962677,0.96474951505661,0.8570389151573181,0.9804041385650636,3.963470220565796
9.37915445999602,4.102939570148024,1.2646639347076416,0.8741767406463623,0.9556238055229188,0.6063945889472961,0.9081502556800842,1.129934787750244,2.7825236320495605
9.081457397884172,3.9429225682907783,2.3510761260986333,0.7884320616722107,1.595015287399292,0.8625909090042114,0.7794984579086304,0.6819401979446411,2.4361672401428223
9.053320776899918,4.132580454839752,1.0235490798950195,0.9444987773895264,1.1601223945617676,0.8579773902893066,0.9063345193862916,1.2358849048614502,2.343508243560791
9.074830166200046,4.323686171004294,1.2532472610473633,0.9303784370422364,0.8274985551834106,0.8509034514427185,0.9335095882415771,0.9400985836982728,3.223816156387329
9.697404455141724,4.241271412875003,1.4307774305343628,0.8715637922286987,1.1338112354278564,0.8599901795387268,0.7743317484855652,0.9439212083816528,4.61335563659668
8.5285602733118,4.2099554380999065,0.9590015411376952,0.878824770450592,0.8920573592185974,0.7514141798019409,0.9869513511657716,1.0164039134979248,3.052300214767456
9.074830166200046,4.323686171004294,2.103924036026001,0.8151878714561462,1.4054752588272097,0.59427809715271,0.8269990086555481,0.8458301424980164,5.991588592529297
9.0886542303591,4.113539017814938,1.8233907222747805,0.9588648676872252,0.9188984632492064,0.7737473249435425,0.8111099004745483,0.8522387742996216,2.3384978771209717
9.19449083442433,3.867015919983768,1.349981427192688,0.8151209950447083,1.0891745090484621,0.8134139180183411,1.181970477104187,0.949924886226654,3.799409866333008
